sample_id,population,percentage,condition,treatment,sample_type,response
sample00404,nk_cell,25.8,melanoma,miraclib,PBMC,no
sample00411,b_cell,14.3,melanoma,miraclib,PBMC,no
sample00411,cd4_t_cell,37.89,melanoma,miraclib,PBMC,no
sample00411,cd8_t_cell,11.17,melanoma,miraclib,PBMC,no
sample00411,monocyte,22.18,melanoma,miraclib,PBMC,no
sample00411,nk_cell,14.47,melanoma,miraclib,PBMC,no
sample00412,b_cell,4.79,melanoma,miraclib,PBMC,no
sample00412,cd4_t_cell,27.86,melanoma,miraclib,PBMC,no
sample00412,cd8_t_cell,26.71,melanoma,miraclib,PBMC,no
sample00412,monocyte,21.58,melanoma,miraclib,PBMC,no
sample00412,nk_cell,19.06,melanoma,miraclib,PBMC,no
sample00413,b_cell,7.57,melanoma,miraclib,PBMC,no
sample00413,cd4_t_cell,34.65,melanoma,miraclib,PBMC,no
sample00413,cd8_t_cell,24.6,melanoma,miraclib,PBMC,no
sample00413,monocyte,17.67,melanoma,miraclib,PBMC,no
sample00413,nk_cell,15.51,melanoma,miraclib,PBMC,no
sample00414,b_cell,7.2,melanoma,miraclib,PBMC,no
sample00414,cd4_t_cell,26.16,melanoma,miraclib,PBMC,no
sample00414,cd8_t_cell,21.6,melanoma,miraclib,PBMC,no
sample00414,monocyte,25.61,melanoma,miraclib,PBMC,no
sample00414,nk_cell,19.43,melanoma,miraclib,PBMC,no
sample00415,b_cell,10.99,melanoma,miraclib,PBMC,no
sample00415,cd4_t_cell,22.34,melanoma,miraclib,PBMC,no
sample00415,cd8_t_cell,25.65,melanoma,miraclib,PBMC,no
sample00415,monocyte,26.21,melanoma,miraclib,PBMC,no
sample00415,nk_cell,14.81,melanoma,miraclib,PBMC,no
sample00416,b_cell,7.61,melanoma,miraclib,PBMC,no
sample00416,cd4_t_cell,39.26,melanoma,miraclib,PBMC,no
sample00416,cd8_t_cell,21.24,melanoma,miraclib,PBMC,no
sample00416,monocyte,21.11,melanoma,miraclib,PBMC,no
sample00416,nk_cell,10.79,melanoma,miraclib,PBMC,no
sample00426,b_cell,12.57,melanoma,miraclib,PBMC,yes
sample00426,cd4_t_cell,28.86,melanoma,miraclib,PBMC,yes
sample00426,cd8_t_cell,27.22,melanoma,miraclib,PBMC,yes
sample00426,monocyte,19.83,melanoma,miraclib,PBMC,yes
sample00426,nk_cell,11.53,melanoma,miraclib,PBMC,yes
sample00427,b_cell,12.05,melanoma,miraclib,PBMC,yes
sample00427,cd4_t_cell,24.39,melanoma,miraclib,PBMC,yes
sample00427,cd8_t_cell,27.75,melanoma,miraclib,PBMC,yes
sample00427,monocyte,21.02,melanoma,miraclib,PBMC,yes
sample00427,nk_cell,14.78,melanoma,miraclib,PBMC,yes
sample00428,b_cell,4.24,melanoma,miraclib,PBMC,yes
sample00428,cd4_t_cell,37.84,melanoma,miraclib,PBMC,yes
sample00428,cd8_t_cell,27.67,melanoma,miraclib,PBMC,yes
sample00428,monocyte,14.29,melanoma,miraclib,PBMC,yes
sample00428,nk_cell,15.96,melanoma,miraclib,PBMC,yes
sample00435,b_cell,9.84,melanoma,miraclib,PBMC,no
sample00435,cd4_t_cell,28.88,melanoma,miraclib,PBMC,no
sample00435,cd8_t_cell,29.09,melanoma,miraclib,PBMC,no
sample00435,monocyte,19.17,melanoma,miraclib,PBMC,no
sample00435,nk_cell,13.02,melanoma,miraclib,PBMC,no
sample00436,b_cell,7.27,melanoma,miraclib,PBMC,no
sample00436,cd4_t_cell,27.6,melanoma,miraclib,PBMC,no
sample00436,cd8_t_cell,22.26,melanoma,miraclib,PBMC,no
sample00436,monocyte,23.98,melanoma,miraclib,PBMC,no
sample00436,nk_cell,18.88,melanoma,miraclib,PBMC,no
sample00437,b_cell,9.99,melanoma,miraclib,PBMC,no
sample00437,cd4_t_cell,26.83,melanoma,miraclib,PBMC,no
sample00437,cd8_t_cell,30.26,melanoma,miraclib,PBMC,no
sample00437,monocyte,20.76,melanoma,miraclib,PBMC,no
sample00437,nk_cell,12.16,melanoma,miraclib,PBMC,no
sample00447,b_cell,7.68,melanoma,miraclib,PBMC,yes
sample00447,cd4_t_cell,27.15,melanoma,miraclib,PBMC,yes
sample00447,cd8_t_cell,22.23,melanoma,miraclib,PBMC,yes
sample00447,monocyte,27.0,melanoma,miraclib,PBMC,yes
sample00447,nk_cell,15.95,melanoma,miraclib,PBMC,yes
sample00448,b_cell,5.61,melanoma,miraclib,PBMC,yes
sample00448,cd4_t_cell,31.98,melanoma,miraclib,PBMC,yes
sample00448,cd8_t_cell,23.18,melanoma,miraclib,PBMC,yes
sample00448,monocyte,28.07,melanoma,miraclib,PBMC,yes
sample00448,nk_cell,11.17,melanoma,miraclib,PBMC,yes
sample00449,b_cell,8.88,melanoma,miraclib,PBMC,yes
sample00449,cd4_t_cell,30.99,melanoma,miraclib,PBMC,yes
sample00449,cd8_t_cell,28.91,melanoma,miraclib,PBMC,yes
sample00449,monocyte,12.91,melanoma,miraclib,PBMC,yes
sample00449,nk_cell,18.31,melanoma,miraclib,PBMC,yes
sample00459,b_cell,7.74,melanoma,miraclib,PBMC,no
sample00459,cd4_t_cell,31.82,melanoma,miraclib,PBMC,no
sample00459,cd8_t_cell,24.39,melanoma,miraclib,PBMC,no
sample00459,monocyte,17.97,melanoma,miraclib,PBMC,no
sample00459,nk_cell,18.09,melanoma,miraclib,PBMC,no
sample00460,b_cell,7.79,melanoma,miraclib,PBMC,no
sample00460,cd4_t_cell,32.52,melanoma,miraclib,PBMC,no
sample00460,cd8_t_cell,24.81,melanoma,miraclib,PBMC,no
sample00460,monocyte,18.81,melanoma,miraclib,PBMC,no
sample00460,nk_cell,16.07,melanoma,miraclib,PBMC,no
sample00461,b_cell,12.61,melanoma,miraclib,PBMC,no
sample00461,cd4_t_cell,32.21,melanoma,miraclib,PBMC,no
sample00461,cd8_t_cell,24.21,melanoma,miraclib,PBMC,no
sample00461,monocyte,16.6,melanoma,miraclib,PBMC,no
sample00461,nk_cell,14.37,melanoma,miraclib,PBMC,no
sample00465,b_cell,7.04,melanoma,miraclib,PBMC,no
sample00465,cd4_t_cell,27.37,melanoma,miraclib,PBMC,no
sample00465,cd8_t_cell,28.64,melanoma,miraclib,PBMC,no
sample00465,monocyte,17.79,melanoma,miraclib,PBMC,no
sample00465,nk_cell,19.16,melanoma,miraclib,PBMC,no
sample00466,b_cell,15.98,melanoma,miraclib,PBMC,no
sample00466,cd4_t_cell,29.63,melanoma,miraclib,PBMC,no
sample00466,cd8_t_cell,23.45,melanoma,miraclib,PBMC,no
sample00466,monocyte,21.58,melanoma,miraclib,PBMC,no
sample00466,nk_cell,9.36,melanoma,miraclib,PBMC,no
sample00467,b_cell,15.71,melanoma,miraclib,PBMC,no
sample00467,cd4_t_cell,24.78,melanoma,miraclib,PBMC,no
sample00467,cd8_t_cell,24.38,melanoma,miraclib,PBMC,no
sample00467,monocyte,24.98,melanoma,miraclib,PBMC,no
sample00467,nk_cell,10.15,melanoma,miraclib,PBMC,no
sample00471,b_cell,6.03,melanoma,miraclib,PBMC,no
sample00471,cd4_t_cell,36.18,melanoma,miraclib,PBMC,no
sample00471,cd8_t_cell,23.16,melanoma,miraclib,PBMC,no
sample00471,monocyte,20.71,melanoma,miraclib,PBMC,no
sample00471,nk_cell,13.91,melanoma,miraclib,PBMC,no
sample00472,b_cell,9.12,melanoma,miraclib,PBMC,no
sample00472,cd4_t_cell,28.12,melanoma,miraclib,PBMC,no
sample00472,cd8_t_cell,27.36,melanoma,miraclib,PBMC,no
sample00472,monocyte,20.13,melanoma,miraclib,PBMC,no
sample00472,nk_cell,15.28,melanoma,miraclib,PBMC,no
sample00473,b_cell,9.47,melanoma,miraclib,PBMC,no
sample00473,cd4_t_cell,32.65,melanoma,miraclib,PBMC,no
sample00473,cd8_t_cell,17.64,melanoma,miraclib,PBMC,no
sample00473,monocyte,18.83,melanoma,miraclib,PBMC,no
sample00473,nk_cell,21.42,melanoma,miraclib,PBMC,no
sample00480,b_cell,10.45,melanoma,miraclib,PBMC,no
sample00480,cd4_t_cell,27.18,melanoma,miraclib,PBMC,no
sample00480,cd8_t_cell,17.6,melanoma,miraclib,PBMC,no
sample00480,monocyte,20.77,melanoma,miraclib,PBMC,no
sample00480,nk_cell,24.01,melanoma,miraclib,PBMC,no
sample00481,b_cell,8.09,melanoma,miraclib,PBMC,no
sample00481,cd4_t_cell,26.56,melanoma,miraclib,PBMC,no
sample00481,cd8_t_cell,29.0,melanoma,miraclib,PBMC,no
sample00481,monocyte,18.09,melanoma,miraclib,PBMC,no
sample00481,nk_cell,18.26,melanoma,miraclib,PBMC,no
sample00482,b_cell,11.38,melanoma,miraclib,PBMC,no
sample00482,cd4_t_cell,28.88,melanoma,miraclib,PBMC,no
sample00482,cd8_t_cell,22.97,melanoma,miraclib,PBMC,no
sample00482,monocyte,23.49,melanoma,miraclib,PBMC,no
sample00482,nk_cell,13.28,melanoma,miraclib,PBMC,no
sample00483,b_cell,10.43,melanoma,miraclib,PBMC,yes
sample00483,cd4_t_cell,31.87,melanoma,miraclib,PBMC,yes
sample00483,cd8_t_cell,18.83,melanoma,miraclib,PBMC,yes
sample00483,monocyte,22.21,melanoma,miraclib,PBMC,yes
sample00483,nk_cell,16.66,melanoma,miraclib,PBMC,yes
sample00484,b_cell,12.78,melanoma,miraclib,PBMC,yes
sample00484,cd4_t_cell,33.96,melanoma,miraclib,PBMC,yes
sample00484,cd8_t_cell,25.65,melanoma,miraclib,PBMC,yes
sample00484,monocyte,19.12,melanoma,miraclib,PBMC,yes
sample00484,nk_cell,8.5,melanoma,miraclib,PBMC,yes
sample00485,b_cell,10.52,melanoma,miraclib,PBMC,yes
sample00485,cd4_t_cell,29.53,melanoma,miraclib,PBMC,yes
sample00485,cd8_t_cell,25.15,melanoma,miraclib,PBMC,yes
sample00485,monocyte,19.46,melanoma,miraclib,PBMC,yes
sample00485,nk_cell,15.35,melanoma,miraclib,PBMC,yes
sample00492,b_cell,10.7,melanoma,miraclib,PBMC,no
sample00492,cd4_t_cell,29.17,melanoma,miraclib,PBMC,no
sample00492,cd8_t_cell,26.77,melanoma,miraclib,PBMC,no
sample00492,monocyte,17.5,melanoma,miraclib,PBMC,no
sample00492,nk_cell,15.87,melanoma,miraclib,PBMC,no
sample00493,b_cell,9.37,melanoma,miraclib,PBMC,no
sample00493,cd4_t_cell,16.59,melanoma,miraclib,PBMC,no
sample00493,cd8_t_cell,27.4,melanoma,miraclib,PBMC,no
sample00493,monocyte,27.69,melanoma,miraclib,PBMC,no
sample00493,nk_cell,18.95,melanoma,miraclib,PBMC,no
sample00494,b_cell,8.12,melanoma,miraclib,PBMC,no
sample00494,cd4_t_cell,28.7,melanoma,miraclib,PBMC,no
sample00494,cd8_t_cell,28.32,melanoma,miraclib,PBMC,no
sample00494,monocyte,22.31,melanoma,miraclib,PBMC,no
sample00494,nk_cell,12.55,melanoma,miraclib,PBMC,no
sample00498,b_cell,9.33,melanoma,miraclib,PBMC,yes
sample00498,cd4_t_cell,27.17,melanoma,miraclib,PBMC,yes
sample00498,cd8_t_cell,17.14,melanoma,miraclib,PBMC,yes
sample00498,monocyte,28.12,melanoma,miraclib,PBMC,yes
sample00498,nk_cell,18.26,melanoma,miraclib,PBMC,yes
sample00499,b_cell,11.19,melanoma,miraclib,PBMC,yes
sample00499,cd4_t_cell,27.23,melanoma,miraclib,PBMC,yes
sample00499,cd8_t_cell,23.77,melanoma,miraclib,PBMC,yes
sample00499,monocyte,23.5,melanoma,miraclib,PBMC,yes
sample00499,nk_cell,14.31,melanoma,miraclib,PBMC,yes
sample00500,b_cell,10.13,melanoma,miraclib,PBMC,yes
sample00500,cd4_t_cell,35.71,melanoma,miraclib,PBMC,yes
sample00500,cd8_t_cell,29.98,melanoma,miraclib,PBMC,yes
sample00500,monocyte,9.94,melanoma,miraclib,PBMC,yes
sample00500,nk_cell,14.24,melanoma,miraclib,PBMC,yes
sample00510,b_cell,5.69,melanoma,miraclib,PBMC,yes
sample00510,cd4_t_cell,38.81,melanoma,miraclib,PBMC,yes
sample00510,cd8_t_cell,21.55,melanoma,miraclib,PBMC,yes
sample00510,monocyte,23.51,melanoma,miraclib,PBMC,yes
sample00510,nk_cell,10.44,melanoma,miraclib,PBMC,yes
sample00511,b_cell,12.55,melanoma,miraclib,PBMC,yes
sample00511,cd4_t_cell,32.38,melanoma,miraclib,PBMC,yes
sample00511,cd8_t_cell,21.2,melanoma,miraclib,PBMC,yes
sample00511,monocyte,22.9,melanoma,miraclib,PBMC,yes
sample00511,nk_cell,10.97,melanoma,miraclib,PBMC,yes
sample00512,b_cell,7.72,melanoma,miraclib,PBMC,yes
sample00512,cd4_t_cell,36.98,melanoma,miraclib,PBMC,yes
sample00512,cd8_t_cell,30.61,melanoma,miraclib,PBMC,yes
sample00512,monocyte,16.11,melanoma,miraclib,PBMC,yes
sample00512,nk_cell,8.58,melanoma,miraclib,PBMC,yes
sample00513,b_cell,18.1,melanoma,miraclib,PBMC,no
sample00513,cd4_t_cell,32.17,melanoma,miraclib,PBMC,no
sample00513,cd8_t_cell,21.62,melanoma,miraclib,PBMC,no
sample00513,monocyte,15.13,melanoma,miraclib,PBMC,no
sample00513,nk_cell,12.99,melanoma,miraclib,PBMC,no
sample00514,b_cell,6.42,melanoma,miraclib,PBMC,no
sample00514,cd4_t_cell,36.88,melanoma,miraclib,PBMC,no
sample00514,cd8_t_cell,29.85,melanoma,miraclib,PBMC,no
sample00514,monocyte,10.32,melanoma,miraclib,PBMC,no
sample00514,nk_cell,16.53,melanoma,miraclib,PBMC,no
sample00515,b_cell,6.34,melanoma,miraclib,PBMC,no
sample00515,cd4_t_cell,30.93,melanoma,miraclib,PBMC,no
sample00515,cd8_t_cell,23.25,melanoma,miraclib,PBMC,no
sample00515,monocyte,18.6,melanoma,miraclib,PBMC,no
sample00515,nk_cell,20.89,melanoma,miraclib,PBMC,no
sample00516,b_cell,6.82,melanoma,miraclib,PBMC,no
sample00516,cd4_t_cell,28.81,melanoma,miraclib,PBMC,no
sample00516,cd8_t_cell,29.07,melanoma,miraclib,PBMC,no
sample00516,monocyte,19.66,melanoma,miraclib,PBMC,no
sample00516,nk_cell,15.65,melanoma,miraclib,PBMC,no
sample00517,b_cell,17.8,melanoma,miraclib,PBMC,no
sample00517,cd4_t_cell,27.33,melanoma,miraclib,PBMC,no
sample00517,cd8_t_cell,25.02,melanoma,miraclib,PBMC,no
sample00517,monocyte,18.52,melanoma,miraclib,PBMC,no
sample00517,nk_cell,11.34,melanoma,miraclib,PBMC,no
sample00518,b_cell,11.67,melanoma,miraclib,PBMC,no
sample00518,cd4_t_cell,31.02,melanoma,miraclib,PBMC,no
sample00518,cd8_t_cell,20.67,melanoma,miraclib,PBMC,no
sample00518,monocyte,15.2,melanoma,miraclib,PBMC,no
sample00518,nk_cell,21.44,melanoma,miraclib,PBMC,no
sample00522,b_cell,10.01,melanoma,miraclib,PBMC,no
sample00522,cd4_t_cell,29.54,melanoma,miraclib,PBMC,no
sample00522,cd8_t_cell,22.81,melanoma,miraclib,PBMC,no
sample00522,monocyte,19.51,melanoma,miraclib,PBMC,no
sample00522,nk_cell,18.14,melanoma,miraclib,PBMC,no
sample00523,b_cell,12.11,melanoma,miraclib,PBMC,no
sample00523,cd4_t_cell,25.5,melanoma,miraclib,PBMC,no
sample00523,cd8_t_cell,20.45,melanoma,miraclib,PBMC,no
sample00523,monocyte,23.65,melanoma,miraclib,PBMC,no
sample00523,nk_cell,18.28,melanoma,miraclib,PBMC,no
sample00524,b_cell,8.58,melanoma,miraclib,PBMC,no
sample00524,cd4_t_cell,37.82,melanoma,miraclib,PBMC,no
sample00524,cd8_t_cell,20.32,melanoma,miraclib,PBMC,no
sample00524,monocyte,17.09,melanoma,miraclib,PBMC,no
sample00524,nk_cell,16.19,melanoma,miraclib,PBMC,no
sample00534,b_cell,5.62,melanoma,miraclib,PBMC,no
sample00534,cd4_t_cell,30.23,melanoma,miraclib,PBMC,no
sample00534,cd8_t_cell,24.78,melanoma,miraclib,PBMC,no
sample00534,monocyte,21.46,melanoma,miraclib,PBMC,no
sample00534,nk_cell,17.91,melanoma,miraclib,PBMC,no
sample00535,b_cell,6.26,melanoma,miraclib,PBMC,no
sample00535,cd4_t_cell,33.27,melanoma,miraclib,PBMC,no
sample00535,cd8_t_cell,29.65,melanoma,miraclib,PBMC,no
sample00535,monocyte,14.3,melanoma,miraclib,PBMC,no
sample00535,nk_cell,16.52,melanoma,miraclib,PBMC,no
sample00536,b_cell,9.79,melanoma,miraclib,PBMC,no
sample00536,cd4_t_cell,26.4,melanoma,miraclib,PBMC,no
sample00536,cd8_t_cell,24.93,melanoma,miraclib,PBMC,no
sample00536,monocyte,22.28,melanoma,miraclib,PBMC,no
sample00536,nk_cell,16.6,melanoma,miraclib,PBMC,no
sample00537,b_cell,8.36,melanoma,miraclib,PBMC,yes
sample00537,cd4_t_cell,24.36,melanoma,miraclib,PBMC,yes
sample00537,cd8_t_cell,24.22,melanoma,miraclib,PBMC,yes
sample00537,monocyte,33.16,melanoma,miraclib,PBMC,yes
sample00537,nk_cell,9.91,melanoma,miraclib,PBMC,yes
sample00538,b_cell,13.21,melanoma,miraclib,PBMC,yes
sample00538,cd4_t_cell,28.58,melanoma,miraclib,PBMC,yes
sample00538,cd8_t_cell,18.38,melanoma,miraclib,PBMC,yes
sample00538,monocyte,23.82,melanoma,miraclib,PBMC,yes
sample00538,nk_cell,16.01,melanoma,miraclib,PBMC,yes
sample00539,b_cell,4.08,melanoma,miraclib,PBMC,yes
sample00539,cd4_t_cell,35.1,melanoma,miraclib,PBMC,yes
sample00539,cd8_t_cell,31.3,melanoma,miraclib,PBMC,yes
sample00539,monocyte,17.85,melanoma,miraclib,PBMC,yes
sample00539,nk_cell,11.67,melanoma,miraclib,PBMC,yes
sample00543,b_cell,10.33,melanoma,miraclib,PBMC,yes
sample00543,cd4_t_cell,27.11,melanoma,miraclib,PBMC,yes
sample00543,cd8_t_cell,27.43,melanoma,miraclib,PBMC,yes
sample00543,monocyte,24.06,melanoma,miraclib,PBMC,yes
sample00543,nk_cell,11.07,melanoma,miraclib,PBMC,yes
sample00544,b_cell,9.04,melanoma,miraclib,PBMC,yes
sample00544,cd4_t_cell,29.26,melanoma,miraclib,PBMC,yes
sample00544,cd8_t_cell,27.27,melanoma,miraclib,PBMC,yes
sample00544,monocyte,17.88,melanoma,miraclib,PBMC,yes
sample00544,nk_cell,16.55,melanoma,miraclib,PBMC,yes
sample00545,b_cell,17.02,melanoma,miraclib,PBMC,yes
sample00545,cd4_t_cell,29.4,melanoma,miraclib,PBMC,yes
sample00545,cd8_t_cell,24.43,melanoma,miraclib,PBMC,yes
sample00545,monocyte,19.38,melanoma,miraclib,PBMC,yes
sample00545,nk_cell,9.77,melanoma,miraclib,PBMC,yes
sample00555,b_cell,10.52,melanoma,miraclib,PBMC,yes
sample00555,cd4_t_cell,20.78,melanoma,miraclib,PBMC,yes
sample00555,cd8_t_cell,27.35,melanoma,miraclib,PBMC,yes
sample00555,monocyte,24.63,melanoma,miraclib,PBMC,yes
sample00555,nk_cell,16.72,melanoma,miraclib,PBMC,yes
sample00556,b_cell,5.71,melanoma,miraclib,PBMC,yes
sample00556,cd4_t_cell,30.18,melanoma,miraclib,PBMC,yes
sample00556,cd8_t_cell,26.58,melanoma,miraclib,PBMC,yes
sample00556,monocyte,18.68,melanoma,miraclib,PBMC,yes
sample00556,nk_cell,18.86,melanoma,miraclib,PBMC,yes
sample00557,b_cell,10.23,melanoma,miraclib,PBMC,yes
sample00557,cd4_t_cell,31.31,melanoma,miraclib,PBMC,yes
sample00557,cd8_t_cell,27.58,melanoma,miraclib,PBMC,yes
sample00557,monocyte,16.52,melanoma,miraclib,PBMC,yes
sample00557,nk_cell,14.35,melanoma,miraclib,PBMC,yes
sample00564,b_cell,10.78,melanoma,miraclib,PBMC,yes
sample00564,cd4_t_cell,28.55,melanoma,miraclib,PBMC,yes
sample00564,cd8_t_cell,19.39,melanoma,miraclib,PBMC,yes
sample00564,monocyte,22.97,melanoma,miraclib,PBMC,yes
sample00564,nk_cell,18.31,melanoma,miraclib,PBMC,yes
sample00565,b_cell,10.55,melanoma,miraclib,PBMC,yes
sample00565,cd4_t_cell,41.13,melanoma,miraclib,PBMC,yes
sample00565,cd8_t_cell,22.96,melanoma,miraclib,PBMC,yes
sample00565,monocyte,8.08,melanoma,miraclib,PBMC,yes
sample00565,nk_cell,17.28,melanoma,miraclib,PBMC,yes
sample00566,b_cell,13.67,melanoma,miraclib,PBMC,yes
sample00566,cd4_t_cell,38.14,melanoma,miraclib,PBMC,yes
sample00566,cd8_t_cell,19.74,melanoma,miraclib,PBMC,yes
sample00566,monocyte,16.45,melanoma,miraclib,PBMC,yes
sample00566,nk_cell,12.0,melanoma,miraclib,PBMC,yes
sample00585,b_cell,7.7,melanoma,miraclib,PBMC,no
sample00585,cd4_t_cell,34.11,melanoma,miraclib,PBMC,no
sample00585,cd8_t_cell,31.24,melanoma,miraclib,PBMC,no
sample00585,monocyte,14.22,melanoma,miraclib,PBMC,no
sample00585,nk_cell,12.73,melanoma,miraclib,PBMC,no
sample00586,b_cell,13.44,melanoma,miraclib,PBMC,no
sample00586,cd4_t_cell,30.69,melanoma,miraclib,PBMC,no
sample00586,cd8_t_cell,25.13,melanoma,miraclib,PBMC,no
sample00586,monocyte,22.36,melanoma,miraclib,PBMC,no
sample00586,nk_cell,8.39,melanoma,miraclib,PBMC,no
sample00587,b_cell,6.61,melanoma,miraclib,PBMC,no
sample00587,cd4_t_cell,29.35,melanoma,miraclib,PBMC,no
sample00587,cd8_t_cell,28.65,melanoma,miraclib,PBMC,no
sample00587,monocyte,21.14,melanoma,miraclib,PBMC,no
sample00587,nk_cell,14.24,melanoma,miraclib,PBMC,no
sample00588,b_cell,7.63,melanoma,miraclib,PBMC,no
sample00588,cd4_t_cell,26.11,melanoma,miraclib,PBMC,no
sample00588,cd8_t_cell,27.43,melanoma,miraclib,PBMC,no
sample00588,monocyte,20.72,melanoma,miraclib,PBMC,no
sample00588,nk_cell,18.13,melanoma,miraclib,PBMC,no
sample00589,b_cell,9.86,melanoma,miraclib,PBMC,no
sample00589,cd4_t_cell,23.66,melanoma,miraclib,PBMC,no
sample00589,cd8_t_cell,27.9,melanoma,miraclib,PBMC,no
sample00589,monocyte,22.34,melanoma,miraclib,PBMC,no
sample00589,nk_cell,16.23,melanoma,miraclib,PBMC,no
sample00590,b_cell,14.5,melanoma,miraclib,PBMC,no
sample00590,cd4_t_cell,30.07,melanoma,miraclib,PBMC,no
sample00590,cd8_t_cell,19.97,melanoma,miraclib,PBMC,no
sample00590,monocyte,19.74,melanoma,miraclib,PBMC,no
sample00590,nk_cell,15.72,melanoma,miraclib,PBMC,no
sample00621,b_cell,10.08,melanoma,miraclib,PBMC,yes
sample00621,cd4_t_cell,31.69,melanoma,miraclib,PBMC,yes
sample00621,cd8_t_cell,22.21,melanoma,miraclib,PBMC,yes
sample00621,monocyte,12.9,melanoma,miraclib,PBMC,yes
sample00621,nk_cell,23.12,melanoma,miraclib,PBMC,yes
sample00622,b_cell,11.42,melanoma,miraclib,PBMC,yes
sample00622,cd4_t_cell,17.18,melanoma,miraclib,PBMC,yes
sample00622,cd8_t_cell,34.8,melanoma,miraclib,PBMC,yes
sample00622,monocyte,19.17,melanoma,miraclib,PBMC,yes
sample00622,nk_cell,17.44,melanoma,miraclib,PBMC,yes
sample00623,b_cell,7.28,melanoma,miraclib,PBMC,yes
sample00623,cd4_t_cell,27.27,melanoma,miraclib,PBMC,yes
sample00623,cd8_t_cell,28.83,melanoma,miraclib,PBMC,yes
sample00623,monocyte,20.26,melanoma,miraclib,PBMC,yes
sample00623,nk_cell,16.36,melanoma,miraclib,PBMC,yes
sample00624,b_cell,11.38,melanoma,miraclib,PBMC,no
sample00624,cd4_t_cell,34.85,melanoma,miraclib,PBMC,no
sample00624,cd8_t_cell,27.44,melanoma,miraclib,PBMC,no
sample00624,monocyte,13.68,melanoma,miraclib,PBMC,no
sample00624,nk_cell,12.64,melanoma,miraclib,PBMC,no
sample00625,b_cell,11.39,melanoma,miraclib,PBMC,no
sample00625,cd4_t_cell,25.26,melanoma,miraclib,PBMC,no
sample00625,cd8_t_cell,29.51,melanoma,miraclib,PBMC,no
sample00625,monocyte,20.24,melanoma,miraclib,PBMC,no
sample00625,nk_cell,13.59,melanoma,miraclib,PBMC,no
sample00626,b_cell,7.2,melanoma,miraclib,PBMC,no
sample00626,cd4_t_cell,39.11,melanoma,miraclib,PBMC,no
sample00626,cd8_t_cell,25.27,melanoma,miraclib,PBMC,no
sample00626,monocyte,19.15,melanoma,miraclib,PBMC,no
sample00626,nk_cell,9.27,melanoma,miraclib,PBMC,no
sample00630,b_cell,5.0,melanoma,miraclib,PBMC,yes
sample00630,cd4_t_cell,34.98,melanoma,miraclib,PBMC,yes
sample00630,cd8_t_cell,23.92,melanoma,miraclib,PBMC,yes
sample00630,monocyte,13.82,melanoma,miraclib,PBMC,yes
sample00630,nk_cell,22.28,melanoma,miraclib,PBMC,yes
sample00631,b_cell,8.47,melanoma,miraclib,PBMC,yes
sample00631,cd4_t_cell,31.34,melanoma,miraclib,PBMC,yes
sample00631,cd8_t_cell,26.78,melanoma,miraclib,PBMC,yes
sample00631,monocyte,20.34,melanoma,miraclib,PBMC,yes
sample00631,nk_cell,13.08,melanoma,miraclib,PBMC,yes
sample00632,b_cell,12.39,melanoma,miraclib,PBMC,yes
sample00632,cd4_t_cell,43.07,melanoma,miraclib,PBMC,yes
sample00632,cd8_t_cell,24.73,melanoma,miraclib,PBMC,yes
sample00632,monocyte,11.5,melanoma,miraclib,PBMC,yes
sample00632,nk_cell,8.32,melanoma,miraclib,PBMC,yes
sample00639,b_cell,11.14,melanoma,miraclib,PBMC,no
sample00639,cd4_t_cell,29.79,melanoma,miraclib,PBMC,no
sample00639,cd8_t_cell,25.31,melanoma,miraclib,PBMC,no
sample00639,monocyte,22.48,melanoma,miraclib,PBMC,no
sample00639,nk_cell,11.28,melanoma,miraclib,PBMC,no
sample00640,b_cell,10.67,melanoma,miraclib,PBMC,no
sample00640,cd4_t_cell,37.54,melanoma,miraclib,PBMC,no
sample00640,cd8_t_cell,21.3,melanoma,miraclib,PBMC,no
sample00640,monocyte,20.28,melanoma,miraclib,PBMC,no
sample00640,nk_cell,10.21,melanoma,miraclib,PBMC,no
sample00641,b_cell,9.27,melanoma,miraclib,PBMC,no
sample00641,cd4_t_cell,28.6,melanoma,miraclib,PBMC,no
sample00641,cd8_t_cell,31.12,melanoma,miraclib,PBMC,no
sample00641,monocyte,23.8,melanoma,miraclib,PBMC,no
sample00641,nk_cell,7.2,melanoma,miraclib,PBMC,no
sample00660,b_cell,10.6,melanoma,miraclib,PBMC,yes
sample00660,cd4_t_cell,21.53,melanoma,miraclib,PBMC,yes
sample00660,cd8_t_cell,27.93,melanoma,miraclib,PBMC,yes
sample00660,monocyte,20.2,melanoma,miraclib,PBMC,yes
sample00660,nk_cell,19.74,melanoma,miraclib,PBMC,yes
sample00661,b_cell,6.98,melanoma,miraclib,PBMC,yes
sample00661,cd4_t_cell,35.55,melanoma,miraclib,PBMC,yes
sample00661,cd8_t_cell,18.0,melanoma,miraclib,PBMC,yes
sample00661,monocyte,20.89,melanoma,miraclib,PBMC,yes
sample00661,nk_cell,18.57,melanoma,miraclib,PBMC,yes
sample00662,b_cell,6.62,melanoma,miraclib,PBMC,yes
sample00662,cd4_t_cell,35.44,melanoma,miraclib,PBMC,yes
sample00662,cd8_t_cell,20.96,melanoma,miraclib,PBMC,yes
sample00662,monocyte,20.09,melanoma,miraclib,PBMC,yes
